seqid	assembly	chromosome	start	end	strand	geneID
Os09t0251500-01	IRGSP-1.0	9	3935206	3938411	-1	Os09g0251500
Os03t0581200-04	IRGSP-1.0	3	21338354	21340206	-1	Os03g0581200
Os03t0581200-02	IRGSP-1.0	3	21338369	21340262	-1	Os03g0581200
Os12t0478200-01	IRGSP-1.0	12	17463398	17465368	-1	Os12g0478200
Os12t0478200-02	IRGSP-1.0	12	17463448	17464070	-1	Os12g0478200
Os05t0104600-01	IRGSP-1.0	5	248400	249419	1	Os05g0104600
Os01t0813000-01	IRGSP-1.0	1	34560768	34564315	-1	Os01g0813000
Os03t0193075-01	IRGSP-1.0	3	4854990	4857531	1	Os03g0193075
Os11t0662100-00	IRGSP-1.0	11	26587247	26588684	-1	Os11g0662100
Os01t0530500-01	IRGSP-1.0	1	19095631	19097491	-1	Os01g0530500
Os02t0105500-02	IRGSP-1.0	2	300109	302819	1	Os02g0105500
Os02t0105500-01	IRGSP-1.0	2	300074	302799	1	Os02g0105500
Os08t0105400-00	IRGSP-1.0	8	288778	290382	-1	Os08g0105400
Os07t0642200-01	IRGSP-1.0	7	26727638	26729979	-1	Os07g0642200
Os11t0573000-01	IRGSP-1.0	11	21500549	21514325	-1	Os11g0573000
Os11t0573000-02	IRGSP-1.0	11	21500589	21503420	-1	Os11g0573000
Os06t0153200-02	IRGSP-1.0	6	2743714	2749183	1	Os06g0153200
Os06t0153200-01	IRGSP-1.0	6	2743656	2749183	1	Os06g0153200
Os01t0950300-01	IRGSP-1.0	1	41854018	41854878	1	Os01g0950300
Os06t0539500-00	IRGSP-1.0	6	20257250	20257626	-1	Os06g0539500
Os10t0510700-00	IRGSP-1.0	10	19640816	19646242	-1	Os10g0510700
Os12t0141500-04	IRGSP-1.0	12	2014909	2016330	-1	Os12g0141500
Os12t0141500-01	IRGSP-1.0	12	2012898	2016330	-1	Os12g0141500
Os12t0141500-03	IRGSP-1.0	12	2012888	2016330	-1	Os12g0141500
Os12t0141500-02	IRGSP-1.0	12	2012920	2016330	-1	Os12g0141500
Os05t0505692-01	IRGSP-1.0	5	24961645	24964469	-1	Os05g0505692
Os03t0244200-01	IRGSP-1.0	3	7626455	7628048	1	Os03g0244200
Os03t0244200-02	IRGSP-1.0	3	7626734	7629565	1	Os03g0244200
Os08t0106900-00	IRGSP-1.0	8	336444	337882	-1	Os08g0106900
Os03t0220100-01	IRGSP-1.0	3	6302865	6304849	-1	Os03g0220100
Os03t0440900-01	IRGSP-1.0	3	18635904	18638389	1	Os03g0440900
Os03t0440900-02	IRGSP-1.0	3	18635966	18638510	1	Os03g0440900
Os01t0723600-01	IRGSP-1.0	1	30180581	30184467	1	Os01g0723600
Os06t0513862-01	IRGSP-1.0	6	18578429	18579297	-1	Os06g0513862
Os01t0212400-01	IRGSP-1.0	1	6134203	6139136	1	Os01g0212400
Os12t0160300-01	IRGSP-1.0	12	3013268	3015766	1	Os12g0160300
Os03t0751600-01	IRGSP-1.0	3	30989898	30991596	1	Os03g0751600
Os03t0751600-02	IRGSP-1.0	3	30989987	30991567	1	Os03g0751600
Os01t0150400-00	IRGSP-1.0	1	2722605	2726163	1	Os01g0150400
Os03t0725050-01	IRGSP-1.0	3	29467591	29468655	1	Os03g0725050
Os11t0622800-00	IRGSP-1.0	11	24302518	24307835	1	Os11g0622800
Os03t0673500-00	IRGSP-1.0	3	26605077	26610235	-1	Os03g0673500
Os02t0622350-00	IRGSP-1.0	2	24777991	24779399	1	Os02g0622350
Os07t0660200-01	IRGSP-1.0	7	27827217	27831979	-1	Os07g0660200
Os07t0660200-02	IRGSP-1.0	7	27825945	27829618	-1	Os07g0660200
Os06t0349700-00	IRGSP-1.0	6	14150947	14153224	-1	Os06g0349700
Os09t0115500-02	IRGSP-1.0	9	1221160	1224737	-1	Os09g0115500
Os09t0115500-01	IRGSP-1.0	9	1221177	1224778	-1	Os09g0115500
Os03t0181600-02	IRGSP-1.0	3	4272873	4277466	1	Os03g0181600
Os03t0181600-01	IRGSP-1.0	3	4272872	4275642	1	Os03g0181600
Os02t0230000-02	IRGSP-1.0	2	7312011	7314634	-1	Os02g0230000
Os02t0230000-01	IRGSP-1.0	2	7314100	7314657	-1	Os02g0230000
Os08t0508000-01	IRGSP-1.0	8	25155158	25156850	1	Os08g0508000
Os02t0329933-00	IRGSP-1.0	2	13406565	13407091	1	Os02g0329933
Os01t0953400-01	IRGSP-1.0	1	41997484	42000340	1	Os01g0953400
Os03t0153500-00	IRGSP-1.0	3	2951457	2952612	1	Os03g0153500
Os02t0750950-00	IRGSP-1.0	2	31564646	31565269	-1	Os02g0750950
Os05t0597700-01	IRGSP-1.0	5	29785162	29785719	-1	Os05g0597700
Os11t0126500-00	IRGSP-1.0	11	1210588	1211522	-1	Os11g0126500
Os01t0510701-01	IRGSP-1.0	1	17959629	17960325	1	Os01g0510701
Os02t0190900-01	IRGSP-1.0	2	5045448	5047101	-1	Os02g0190900
Os05t0213100-00	IRGSP-1.0	5	7003964	7005454	-1	Os05g0213100
Os10t0195175-00	IRGSP-1.0	10	6589419	6591490	-1	Os10g0195175
Os06t0361500-02	IRGSP-1.0	6	14952665	14958965	-1	Os06g0361500
Os11t0602300-01	IRGSP-1.0	11	23171943	23176340	1	Os11g0602300
Os04t0684900-01	IRGSP-1.0	4	34980601	34981819	1	Os04g0684900
Os04t0684900-02	IRGSP-1.0	4	34980601	34981819	1	Os04g0684900
Os02t0154000-01	IRGSP-1.0	2	2972242	2975382	-1	Os02g0154000
Os01t0189700-04	IRGSP-1.0	1	4791837	4794940	1	Os01g0189700
Os01t0189700-03	IRGSP-1.0	1	4789719	4791359	1	Os01g0189700
Os01t0189700-02	IRGSP-1.0	1	4789690	4794935	1	Os01g0189700
Os01t0189700-01	IRGSP-1.0	1	4789656	4795346	1	Os01g0189700
Os11t0368172-01	IRGSP-1.0	11	12406159	12408062	-1	Os11g0368172
Os06t0275500-01	IRGSP-1.0	6	9353713	9362032	1	Os06g0275500
Os04t0610400-01	IRGSP-1.0	4	30939170	30940160	1	Os04g0610400
Os04t0553050-00	IRGSP-1.0	4	27691015	27691371	-1	Os04g0553050
Os03t0288400-01	IRGSP-1.0	3	9978906	9980978	1	Os03g0288400
Os03t0596200-01	IRGSP-1.0	3	22173113	22174947	1	Os03g0596200
Os02t0590700-01	IRGSP-1.0	2	22820217	22828726	1	Os02g0590700
Os02t0590700-02	IRGSP-1.0	2	22820306	22828115	1	Os02g0590700
Os11t0218000-01	IRGSP-1.0	11	6143031	6146613	1	Os11g0218000
Os09t0430701-00	IRGSP-1.0	9	15711265	15711801	-1	Os09g0430701
Os07t0562900-00	IRGSP-1.0	7	22506550	22509112	1	Os07g0562900
Os01t0783700-01	IRGSP-1.0	1	33207714	33208262	-1	Os01g0783700
Os04t0366000-00	IRGSP-1.0	4	17667431	17671131	-1	Os04g0366000
Os01t0588900-01	IRGSP-1.0	1	22955070	22959148	-1	Os01g0588900
Os01t0588900-02	IRGSP-1.0	1	22958289	22959145	-1	Os01g0588900
Os01t0788950-01	IRGSP-1.0	1	33482291	33484203	-1	Os01g0788950
Os03t0152500-00	IRGSP-1.0	3	2886826	2887778	1	Os03g0152500
Os11t0275800-00	IRGSP-1.0	11	9787842	9788720	-1	Os11g0275800
Os07t0671500-01	IRGSP-1.0	7	28393569	28400306	-1	Os07g0671500
Os07t0671500-02	IRGSP-1.0	7	28393569	28399606	-1	Os07g0671500
Os06t0681000-01	IRGSP-1.0	6	28377422	28378136	1	Os06g0681000
Os01t0890500-00	IRGSP-1.0	1	38723347	38724165	-1	Os01g0890500
Os12t0479150-00	IRGSP-1.0	12	17538826	17539901	1	Os12g0479150
Os09t0426500-01	IRGSP-1.0	9	15464740	15468833	-1	Os09g0426500
Os07t0608800-01	IRGSP-1.0	7	25039237	25043732	1	Os07g0608800
Os08t0180950-00	IRGSP-1.0	8	4718736	4718969	-1	Os08g0180950
Os05t0361700-02	IRGSP-1.0	5	17247313	17248223	1	Os05g0361700
Os05t0361700-01	IRGSP-1.0	5	17246987	17248234	1	Os05g0361700
Os01t0117200-01	IRGSP-1.0	1	969340	973327	-1	Os01g0117200
Os02t0179500-01	IRGSP-1.0	2	4423146	4424225	1	Os02g0179500
Os01t0758000-00	IRGSP-1.0	1	31840530	31841085	-1	Os01g0758000
Os06t0714500-01	IRGSP-1.0	6	30332480	30336108	1	Os06g0714500
Os05t0130600-01	IRGSP-1.0	5	1796039	1796862	1	Os05g0130600
Os04t0662000-00	IRGSP-1.0	4	33782093	33784156	1	Os04g0662000
Os05t0467700-02	IRGSP-1.0	5	22961331	22964437	1	Os05g0467700
Os05t0467700-01	IRGSP-1.0	5	22961261	22964260	1	Os05g0467700
Os03t0381200-01	IRGSP-1.0	3	15115159	15118337	1	Os03g0381200
Os03t0381200-02	IRGSP-1.0	3	15115202	15118337	1	Os03g0381200
Os05t0141200-00	IRGSP-1.0	5	2363742	2371823	-1	Os05g0141200
Os08t0474700-01	IRGSP-1.0	8	23390712	23402922	1	Os08g0474700
Os07t0531700-01	IRGSP-1.0	7	20812882	20817921	1	Os07g0531700
Os09t0274025-00	IRGSP-1.0	9	5556501	5557546	-1	Os09g0274025
Os01t0939000-01	IRGSP-1.0	1	41217684	41219803	1	Os01g0939000
Os03t0665700-00	IRGSP-1.0	3	26190016	26190583	1	Os03g0665700
Os07t0419800-01	IRGSP-1.0	7	13436764	13440194	-1	Os07g0419800
Os07t0419800-02	IRGSP-1.0	7	13436748	13440194	-1	Os07g0419800
Os02t0507100-01	IRGSP-1.0	2	18091841	18092830	1	Os02g0507100
Os05t0150800-02	IRGSP-1.0	5	2926874	2928082	1	Os05g0150800
Os05t0150800-01	IRGSP-1.0	5	2925781	2928082	1	Os05g0150800
Os03t0201000-01	IRGSP-1.0	3	5294523	5297017	1	Os03g0201000
Os07t0494800-01	IRGSP-1.0	7	18497999	18502813	1	Os07g0494800
Os09t0502800-00	IRGSP-1.0	9	19455725	19456210	-1	Os09g0502800
Os07t0574800-02	IRGSP-1.0	7	23243824	23247215	1	Os07g0574800
Os07t0574800-01	IRGSP-1.0	7	23243797	23247107	1	Os07g0574800
Os10t0555651-00	IRGSP-1.0	10	21830469	21831011	1	Os10g0555651
Os09t0544800-01	IRGSP-1.0	9	21525976	21529859	-1	Os09g0544800
Os02t0133900-01	IRGSP-1.0	2	1788746	1792353	1	Os02g0133900
Os07t0272300-01	IRGSP-1.0	7	10057776	10059071	-1	Os07g0272300
Os08t0552700-00	IRGSP-1.0	8	27672078	27673330	-1	Os08g0552700
Os09t0401550-01	IRGSP-1.0	9	14083895	14087562	1	Os09g0401550
Os01t0686300-01	IRGSP-1.0	1	28307652	28309500	1	Os01g0686300
Os06t0229800-01	IRGSP-1.0	6	6748398	6753302	1	Os06g0229800
Os01t0866700-01	IRGSP-1.0	1	37527433	37529093	-1	Os01g0866700
Os05t0160600-01	IRGSP-1.0	5	3561007	3570684	-1	Os05g0160600
Os11t0543900-01	IRGSP-1.0	11	19985515	19987297	-1	Os11g0543900
Os09t0530900-01	IRGSP-1.0	9	20797920	20798536	-1	Os09g0530900
Os11t0487700-00	IRGSP-1.0	11	17200652	17201107	-1	Os11g0487700
Os03t0579300-00	IRGSP-1.0	3	21238864	21240807	-1	Os03g0579300
Os02t0472500-00	IRGSP-1.0	2	16082576	16086172	1	Os02g0472500
Os01t0975800-00	IRGSP-1.0	1	43112781	43113407	1	Os01g0975800
Os04t0448500-00	IRGSP-1.0	4	22353813	22355207	1	Os04g0448500
Os01t0974600-00	IRGSP-1.0	1	43070805	43071206	1	Os01g0974600
Os04t0372400-01	IRGSP-1.0	4	18149383	18150888	1	Os04g0372400
Os02t0241600-01	IRGSP-1.0	2	8004993	8017344	1	Os02g0241600
Os02t0640800-02	IRGSP-1.0	2	25733049	25735089	1	Os02g0640800
Os02t0640800-03	IRGSP-1.0	2	25734461	25736487	1	Os02g0640800
Os02t0640800-01	IRGSP-1.0	2	25732975	25736658	1	Os02g0640800
Os03t0604500-01	IRGSP-1.0	3	22659157	22664290	1	Os03g0604500
Os03t0216400-01	IRGSP-1.0	3	6118856	6120196	-1	Os03g0216400
Os09t0564800-01	IRGSP-1.0	9	22459228	22461846	-1	Os09g0564800
Os02t0227500-00	IRGSP-1.0	2	7154364	7155580	-1	Os02g0227500
Os03t0862100-01	IRGSP-1.0	3	36394773	36401591	1	Os03g0862100
Os06t0137700-03	IRGSP-1.0	6	2017926	2020679	1	Os06g0137700
Os06t0137700-01	IRGSP-1.0	6	2017778	2019351	1	Os06g0137700
Os11t0118600-01	IRGSP-1.0	11	837812	839841	-1	Os11g0118600
Os02t0710300-01	IRGSP-1.0	2	29421401	29422989	1	Os02g0710300
Os01t0567500-01	IRGSP-1.0	1	21719861	21722018	1	Os01g0567500
Os08t0194850-00	IRGSP-1.0	8	5543795	5545447	-1	Os08g0194850
Os01t0578800-01	IRGSP-1.0	1	22385203	22386611	1	Os01g0578800
Os01t0338000-02	IRGSP-1.0	1	13286240	13288444	1	Os01g0338000
Os01t0338000-01	IRGSP-1.0	1	13286103	13288360	1	Os01g0338000
Os01t0926350-00	IRGSP-1.0	1	40610703	40613442	1	Os01g0926350
Os05t0548700-00	IRGSP-1.0	5	27222701	27223664	-1	Os05g0548700
Os12t0599400-00	IRGSP-1.0	12	25215052	25215504	-1	Os12g0599400
Os11t0144500-01	IRGSP-1.0	11	2046112	2047192	1	Os11g0144500
Os03t0229000-01	IRGSP-1.0	3	6814731	6817574	1	Os03g0229000
Os07t0616600-02	IRGSP-1.0	7	25413432	25415684	-1	Os07g0616600
Os09t0441600-00	IRGSP-1.0	9	16392870	16394251	1	Os09g0441600
Os02t0811200-00	IRGSP-1.0	2	34720866	34723416	1	Os02g0811200
Os10t0429651-00	IRGSP-1.0	10	15287363	15288094	1	Os10g0429651
Os05t0354300-01	IRGSP-1.0	5	16762807	16774653	1	Os05g0354300
Os06t0201000-01	IRGSP-1.0	6	5102389	5103441	1	Os06g0201000
Os12t0495600-01	IRGSP-1.0	12	18757947	18764040	-1	Os12g0495600
Os01t0540000-00	IRGSP-1.0	1	19849324	19850690	1	Os01g0540000
Os11t0621200-00	IRGSP-1.0	11	24218226	24218772	1	Os11g0621200
Os11t0676200-00	IRGSP-1.0	11	27243444	27245161	1	Os11g0676200
Os03t0190800-01	IRGSP-1.0	3	4715169	4719205	-1	Os03g0190800
Os01t0155600-01	IRGSP-1.0	1	2986329	2989280	-1	Os01g0155600
Os01t0155600-02	IRGSP-1.0	1	2986329	2989246	-1	Os01g0155600
Os03t0157900-01	IRGSP-1.0	3	3110725	3112384	1	Os03g0157900
Os02t0293050-00	IRGSP-1.0	2	11126629	11127361	1	Os02g0293050
Os01t0264000-01	IRGSP-1.0	1	8949337	8951088	-1	Os01g0264000
Os10t0105700-01	IRGSP-1.0	10	427319	430563	1	Os10g0105700
Os10t0573000-01	IRGSP-1.0	10	22750258	22753043	1	Os10g0573000
Os07t0549200-01	IRGSP-1.0	7	21802731	21805279	-1	Os07g0549200
Os07t0549200-02	IRGSP-1.0	7	21802733	21805209	-1	Os07g0549200
Os03t0684700-01	IRGSP-1.0	3	27300727	27302989	-1	Os03g0684700
Os12t0115100-00	IRGSP-1.0	12	737314	738254	1	Os12g0115100
Os08t0248800-01	IRGSP-1.0	8	9071719	9075883	-1	Os08g0248800
Os04t0685800-01	IRGSP-1.0	4	35034889	35037788	1	Os04g0685800
Os07t0632600-02	IRGSP-1.0	7	26238092	26240790	1	Os07g0632600
Os07t0632600-01	IRGSP-1.0	7	26230671	26240841	1	Os07g0632600
Os05t0144300-01	IRGSP-1.0	5	2548660	2559171	-1	Os05g0144300
Os03t0571900-01	IRGSP-1.0	3	20793274	20799805	-1	Os03g0571900
Os02t0332450-00	IRGSP-1.0	2	13568044	13570902	1	Os02g0332450
Os12t0545400-00	IRGSP-1.0	12	22010334	22012262	1	Os12g0545400
Os11t0533000-00	IRGSP-1.0	11	19414910	19420228	1	Os11g0533000
Os03t0352500-01	IRGSP-1.0	3	13244838	13247880	1	Os03g0352500
Os09t0423800-01	IRGSP-1.0	9	15364933	15369587	1	Os09g0423800
Os12t0443101-01	IRGSP-1.0	12	14868149	14870387	-1	Os12g0443101
Os01t0283100-01	IRGSP-1.0	1	10119242	10123678	1	Os01g0283100
Os01t0283100-02	IRGSP-1.0	1	10119294	10123678	1	Os01g0283100
Os07t0282300-01	IRGSP-1.0	7	10748746	10760846	1	Os07g0282300
Os11t0202100-00	IRGSP-1.0	11	5154791	5156057	1	Os11g0202100
Os04t0448600-02	IRGSP-1.0	4	22355336	22357886	-1	Os04g0448600
Os04t0448600-01	IRGSP-1.0	4	22355336	22357930	-1	Os04g0448600
Os04t0630400-01	IRGSP-1.0	4	32063756	32065731	1	Os04g0630400
Os09t0547033-01	IRGSP-1.0	9	21606523	21607126	-1	Os09g0547033
Os11t0406945-00	IRGSP-1.0	11	12474878	12476342	-1	Os11g0406945
Os10t0489301-00	IRGSP-1.0	10	18560932	18561435	-1	Os10g0489301
Os07t0109300-00	IRGSP-1.0	7	509636	511283	1	Os07g0109300
Os01t0935700-02	IRGSP-1.0	1	41074505	41079262	1	Os01g0935700
Os01t0935700-01	IRGSP-1.0	1	41074431	41078548	1	Os01g0935700
Os01t0930950-00	IRGSP-1.0	1	40851828	40852154	1	Os01g0930950
Os06t0614550-01	IRGSP-1.0	6	24590387	24591328	1	Os06g0614550
Os03t0690500-00	IRGSP-1.0	3	27580909	27582211	-1	Os03g0690500
Os02t0601500-01	IRGSP-1.0	2	23535119	23536974	-1	Os02g0601500
Os07t0283125-00	IRGSP-1.0	7	10811145	10813161	-1	Os07g0283125
Os03t0755600-00	IRGSP-1.0	3	31176721	31179008	1	Os03g0755600
Os06t0142100-00	IRGSP-1.0	6	2195353	2198373	1	Os06g0142100
Os09t0109150-00	IRGSP-1.0	9	830650	831792	-1	Os09g0109150
Os03t0401951-01	IRGSP-1.0	3	16358834	16359470	1	Os03g0401951
Os06t0288100-01	IRGSP-1.0	6	10469382	10471225	-1	Os06g0288100
Os01t0159600-01	IRGSP-1.0	1	3124369	3125331	-1	Os01g0159600
Os01t0976750-01	IRGSP-1.0	1	43165294	43166743	1	Os01g0976750
Os10t0518400-01	IRGSP-1.0	10	20037627	20038727	1	Os10g0518400
Os10t0518400-02	IRGSP-1.0	10	20037807	20039458	1	Os10g0518400
Os03t0819700-01	IRGSP-1.0	3	34396969	34400184	-1	Os03g0819700
Os09t0512000-01	IRGSP-1.0	9	19917485	19920309	1	Os09g0512000
Os08t0390000-02	IRGSP-1.0	8	18474215	18480781	1	Os08g0390000
Os08t0390000-01	IRGSP-1.0	8	18474191	18480734	1	Os08g0390000
Os10t0198366-00	IRGSP-1.0	10	6850184	6853240	-1	Os10g0198366
Os05t0453900-00	IRGSP-1.0	5	22281707	22283290	1	Os05g0453900
Os11t0685600-00	IRGSP-1.0	11	27735451	27737645	1	Os11g0685600
Os11t0195000-00	IRGSP-1.0	11	4757439	4761547	-1	Os11g0195000
Os06t0178800-00	IRGSP-1.0	6	3900592	3902848	-1	Os06g0178800
Os03t0760200-01	IRGSP-1.0	3	31443454	31446045	1	Os03g0760200
Os06t0347300-00	IRGSP-1.0	6	13971337	13973750	1	Os06g0347300
Os07t0141600-01	IRGSP-1.0	7	2144184	2151799	1	Os07g0141600
Os01t0937600-01	IRGSP-1.0	1	41169527	41171002	1	Os01g0937600
Os10t0574400-01	IRGSP-1.0	10	22818070	22819033	1	Os10g0574400
Os01t0157600-01	IRGSP-1.0	1	3037689	3038708	1	Os01g0157600
Os07t0229100-01	IRGSP-1.0	7	7198586	7201912	-1	Os07g0229100
Os01t0589400-01	IRGSP-1.0	1	22991813	22994258	-1	Os01g0589400
Os04t0616282-00	IRGSP-1.0	4	31270141	31270896	-1	Os04g0616282
Os06t0713800-01	IRGSP-1.0	6	30262971	30266841	1	Os06g0713800
Os05t0541000-01	IRGSP-1.0	5	26858474	26860247	1	Os05g0541000
Os03t0648800-00	IRGSP-1.0	3	25139612	25140600	-1	Os03g0648800
Os05t0547800-01	IRGSP-1.0	5	27178016	27178615	-1	Os05g0547800
Os09t0439000-00	IRGSP-1.0	9	16252173	16257558	-1	Os09g0439000
Os05t0514701-00	IRGSP-1.0	5	25515346	25516204	1	Os05g0514701
Os05t0500400-01	IRGSP-1.0	5	24623392	24624580	-1	Os05g0500400
Os03t0199000-01	IRGSP-1.0	3	5206265	5211363	1	Os03g0199000
Os11t0706700-00	IRGSP-1.0	11	28918932	28919582	1	Os11g0706700
Os09t0532000-01	IRGSP-1.0	9	20868846	20871077	-1	Os09g0532000
Os10t0138600-01	IRGSP-1.0	10	2386145	2387780	1	Os10g0138600
Os05t0108500-01	IRGSP-1.0	5	484002	484559	1	Os05g0108500
Os11t0201000-00	IRGSP-1.0	11	5063121	5064147	-1	Os11g0201000
Os02t0182850-00	IRGSP-1.0	2	4629617	4630180	-1	Os02g0182850
Os01t0100466-00	IRGSP-1.0	1	12808	13978	-1	Os01g0100466
Os03t0760600-01	IRGSP-1.0	3	31455750	31458865	-1	Os03g0760600
Os02t0676800-01	IRGSP-1.0	2	27621222	27622912	1	Os02g0676800
Os02t0278450-00	IRGSP-1.0	2	10262060	10266551	-1	Os02g0278450
Os08t0489100-00	IRGSP-1.0	8	24167787	24169178	-1	Os08g0489100
Os10t0524700-00	IRGSP-1.0	10	20394795	20399286	-1	Os10g0524700
Os03t0184300-02	IRGSP-1.0	3	4428848	4433996	1	Os03g0184300
Os03t0184300-01	IRGSP-1.0	3	4428838	4434161	1	Os03g0184300
Os08t0422800-00	IRGSP-1.0	8	20255013	20256666	1	Os08g0422800
Os08t0316900-01	IRGSP-1.0	8	13603168	13604199	-1	Os08g0316900
Os08t0227400-00	IRGSP-1.0	8	7777850	7778536	-1	Os08g0227400
Os03t0780200-01	IRGSP-1.0	3	32354145	32354714	-1	Os03g0780200
Os02t0613100-00	IRGSP-1.0	2	24163521	24165713	-1	Os02g0613100
Os04t0675101-00	IRGSP-1.0	4	34468893	34476991	1	Os04g0675101
Os04t0606601-00	IRGSP-1.0	4	30673925	30674285	-1	Os04g0606601
Os03t0746400-02	IRGSP-1.0	3	30676843	30678494	1	Os03g0746400
Os03t0746400-01	IRGSP-1.0	3	30676787	30679206	1	Os03g0746400
Os07t0565100-00	IRGSP-1.0	7	22657270	22659266	-1	Os07g0565100
Os01t0559200-01	IRGSP-1.0	1	21181447	21184010	1	Os01g0559200
Os06t0138100-01	IRGSP-1.0	6	2028122	2030211	-1	Os06g0138100
Os08t0547300-01	IRGSP-1.0	8	27420633	27422835	-1	Os08g0547300
Os03t0439250-00	IRGSP-1.0	3	18550126	18550710	-1	Os03g0439250
Os05t0457300-00	IRGSP-1.0	5	22450870	22452294	1	Os05g0457300
Os08t0369000-01	IRGSP-1.0	8	17193679	17195863	1	Os08g0369000
Os01t0307624-01	IRGSP-1.0	1	11502003	11504425	-1	Os01g0307624
Os06t0668200-01	IRGSP-1.0	6	27676510	27679751	-1	Os06g0668200
Os05t0497675-01	IRGSP-1.0	5	24480751	24483094	1	Os05g0497675
Os11t0146550-00	IRGSP-1.0	11	2107344	2109325	-1	Os11g0146550
Os05t0540600-01	IRGSP-1.0	5	26846176	26847985	-1	Os05g0540600
Os06t0667200-01	IRGSP-1.0	6	27637555	27641578	1	Os06g0667200
Os04t0192350-01	IRGSP-1.0	4	6306373	6309477	1	Os04g0192350
Os04t0596200-01	IRGSP-1.0	4	30075470	30077026	1	Os04g0596200
Os02t0123100-01	IRGSP-1.0	2	1207635	1211101	1	Os02g0123100
Os02t0123100-03	IRGSP-1.0	2	1207654	1211091	1	Os02g0123100
Os02t0123100-02	IRGSP-1.0	2	1207649	1209243	1	Os02g0123100
Os08t0327700-01	IRGSP-1.0	8	14450170	14450893	1	Os08g0327700
Os11t0142101-00	IRGSP-1.0	11	1953118	1954266	-1	Os11g0142101
Os01t0752800-01	IRGSP-1.0	1	31585553	31588972	-1	Os01g0752800
Os05t0439000-01	IRGSP-1.0	5	21509426	21510614	-1	Os05g0439000
Os03t0655850-00	IRGSP-1.0	3	25586377	25590380	-1	Os03g0655850
Os02t0805100-01	IRGSP-1.0	2	34348582	34349843	1	Os02g0805100
Os01t0914200-01	IRGSP-1.0	1	39839262	39846761	-1	Os01g0914200
Os05t0557200-01	IRGSP-1.0	5	27712396	27717699	1	Os05g0557200
Os05t0557200-02	IRGSP-1.0	5	27712430	27717699	1	Os05g0557200
Os06t0543400-01	IRGSP-1.0	6	20490388	20492271	-1	Os06g0543400
Os03t0174500-01	IRGSP-1.0	3	3986852	3989994	-1	Os03g0174500
Os06t0609450-01	IRGSP-1.0	6	24267042	24267979	1	Os06g0609450
Os02t0189300-01	IRGSP-1.0	2	4944688	4948386	1	Os02g0189300
Os01t0208000-01	IRGSP-1.0	1	5862946	5863577	1	Os01g0208000
Os03t0596101-01	IRGSP-1.0	3	22171726	22174047	-1	Os03g0596101
Os03t0425450-00	IRGSP-1.0	3	17774288	17776246	-1	Os03g0425450
Os01t0239700-01	IRGSP-1.0	1	7739074	7742756	1	Os01g0239700
Os01t0239700-03	IRGSP-1.0	1	7741174	7742872	1	Os01g0239700
Os01t0239700-02	IRGSP-1.0	1	7739130	7742878	1	Os01g0239700
Os04t0535501-01	IRGSP-1.0	4	26764494	26767814	-1	Os04g0535501
Os02t0125400-01	IRGSP-1.0	2	1331347	1333420	1	Os02g0125400
Os05t0404300-01	IRGSP-1.0	5	19684829	19686823	-1	Os05g0404300
Os09t0380400-01	IRGSP-1.0	9	12833971	12834961	1	Os09g0380400
Os08t0200500-01	IRGSP-1.0	8	5840300	5843516	1	Os08g0200500
Os05t0182201-01	IRGSP-1.0	5	4947693	4951874	-1	Os05g0182201
Os09t0513600-01	IRGSP-1.0	9	19991623	19995864	1	Os09g0513600
Os02t0200000-01	IRGSP-1.0	2	5604321	5609451	1	Os02g0200000
Os12t0194600-02	IRGSP-1.0	12	4849357	4859749	1	Os12g0194600
Os12t0194600-01	IRGSP-1.0	12	4848847	4859750	1	Os12g0194600
Os02t0684000-00	IRGSP-1.0	2	27965554	27966300	1	Os02g0684000
Os01t0860450-01	IRGSP-1.0	1	37238917	37242334	-1	Os01g0860450
Os06t0232400-01	IRGSP-1.0	6	6878753	6879545	-1	Os06g0232400
Os06t0188800-01	IRGSP-1.0	6	4490186	4493909	-1	Os06g0188800
Os06t0188800-02	IRGSP-1.0	6	4489588	4492233	-1	Os06g0188800
Os02t0142450-01	IRGSP-1.0	2	2331669	2345472	-1	Os02g0142450
Os10t0178200-01	IRGSP-1.0	10	5379744	5380722	1	Os10g0178200
Os04t0574500-01	IRGSP-1.0	4	28921895	28923696	1	Os04g0574500
Os03t0816300-01	IRGSP-1.0	3	34219947	34222683	-1	Os03g0816300
Os01t0314600-00	IRGSP-1.0	1	11848194	11852000	1	Os01g0314600
Os03t0346800-00	IRGSP-1.0	3	12954637	12959631	1	Os03g0346800
Os03t0314700-01	IRGSP-1.0	3	11271856	11273210	1	Os03g0314700
Os07t0608300-01	IRGSP-1.0	7	25007223	25012581	1	Os07g0608300
Os07t0608300-02	IRGSP-1.0	7	25007262	25012581	1	Os07g0608300
Os03t0789200-01	IRGSP-1.0	3	32800595	32802990	-1	Os03g0789200
Os11t0247000-02	IRGSP-1.0	11	7938433	7939568	-1	Os11g0247000
Os11t0247000-01	IRGSP-1.0	11	7938433	7939656	-1	Os11g0247000
Os10t0124200-00	IRGSP-1.0	10	1539462	1540349	1	Os10g0124200
Os06t0266266-00	IRGSP-1.0	6	8834922	8835800	-1	Os06g0266266
Os02t0735150-01	IRGSP-1.0	2	30670391	30671745	-1	Os02g0735150
Os06t0150600-01	IRGSP-1.0	6	2592800	2594427	1	Os06g0150600
